activity_type,pressure_cat,biotic_group,service_division,service_section,n_services,RCSES
Waste Management,"Chemical changes, chemicals and other pollutants",Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,6.65271260047262e-5
Waste Management,Energy,Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.4513663055613615e-5
Waste Management,Energy,Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,3.573055935381354e-6
Waste Management,Physical change,Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,5.798501170952098e-7
Waste Management,Physical change,Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.4275079244844843e-7
Waste Management,Biological disturbance,Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,4.682309764143493e-8
Waste Management,Biological disturbance,Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.9181823267226376e-7
Waste Management,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,4.36329728890591e-6
Waste Management,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.7193623822645953e-5
Waste Management,Energy,Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.3434508917236366e-7
Waste Management,Energy,Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.4605221184082142e-6
Waste Management,Physical change,Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,9.362559050502736e-9
Waste Management,Physical change,Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,5.8350804902528595e-8
Waste Management,Biological disturbance,Microphytobenthos,Biomass,Provisioning,18,1.3913237873322484e-8
Waste Management,Biological disturbance,Microphytobenthos,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,8.03943674352426e-7
Waste Management,"Chemical changes, chemicals and other pollutants",Microphytobenthos,Biomass,Provisioning,18,1.2852076354601194e-6
Waste Management,"Chemical changes, chemicals and other pollutants",Microphytobenthos,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,7.426269558279788e-5
Waste Management,Energy,Microphytobenthos,Biomass,Provisioning,18,6.928015512846344e-8
Waste Management,Energy,Microphytobenthos,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,4.0031905571368225e-6
Waste Management,Physical change,Microphytobenthos,Biomass,Provisioning,18,2.7852359413553527e-9
Waste Management,Physical change,Microphytobenthos,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.6093829754216266e-7
Waste Management,Biological disturbance,Microphytobenthos,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,5.591123779051199e-7
Waste Management,Biological disturbance,Microphytobenthos,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,3.325339392031492e-8
Waste Management,"Chemical changes, chemicals and other pollutants",Microphytobenthos,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,5.164689224078708e-5
Waste Management,"Chemical changes, chemicals and other pollutants",Microphytobenthos,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,3.0717160276040132e-6
Waste Management,Energy,Microphytobenthos,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.784067420408501e-6
Waste Management,Energy,Microphytobenthos,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.6558333224250214e-7
Waste Management,Physical change,Microphytobenthos,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.1192649075481684e-7
Waste Management,Physical change,Microphytobenthos,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,6.65686512098649e-9
Waste Management,Biological disturbance,Microphytobenthos,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,5.4381024113610885e-8
Waste Management,Biological disturbance,Microphytobenthos,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,8.795247481050686e-7
Waste Management,"Chemical changes, chemicals and other pollutants",Microphytobenthos,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,5.023338783631651e-6
Waste Management,"Chemical changes, chemicals and other pollutants",Microphytobenthos,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,8.12443467245083e-5
Waste Management,Energy,Microphytobenthos,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.7078713243734596e-7
Waste Management,Energy,Microphytobenthos,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,4.3795420981680465e-6
Waste Management,Physical change,Microphytobenthos,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.0886321664877245e-8
Waste Management,Physical change,Microphytobenthos,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.7606857311272042e-7
Waste Management,Biological disturbance,Marine mammals,Biomass,Provisioning,18,8.897768748616144e-12
Waste Management,Biological disturbance,Marine mammals,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.3832764882874422e-8
Waste Management,"Chemical changes, chemicals and other pollutants",Marine mammals,Biomass,Provisioning,18,5.153123426694231e-10
Waste Management,"Chemical changes, chemicals and other pollutants",Marine mammals,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,8.011215708992194e-7
Waste Management,Energy,Marine mammals,Biomass,Provisioning,18,4.478842696439723e-12
Waste Management,Energy,Marine mammals,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,6.9629566375127155e-9
Waste Management,Physical change,Marine mammals,Biomass,Provisioning,18,1.803438433537435e-13
Waste Management,Physical change,Marine mammals,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,2.8036848941193924e-10
Waste Management,Biological disturbance,Marine mammals,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.1641555027609893e-10
Waste Management,Biological disturbance,Marine mammals,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.9402591712683156e-11
Waste Management,"Chemical changes, chemicals and other pollutants",Marine mammals,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,6.742181285084169e-9
Waste Management,"Chemical changes, chemicals and other pollutants",Marine mammals,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.1236968808473615e-9
Waste Management,Energy,Marine mammals,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,5.859974020871365e-11
Waste Management,Energy,Marine mammals,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,9.76662336811894e-12
Waste Management,Physical change,Marine mammals,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.359560959167199e-12
Waste Management,Physical change,Marine mammals,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,3.932601598611998e-13
Waste Management,Biological disturbance,Marine mammals,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,6.442201175107546e-8
Waste Management,Biological disturbance,Marine mammals,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.053821895719006e-5
Waste Management,"Chemical changes, chemicals and other pollutants",Marine mammals,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,3.730986804988268e-6
Waste Management,"Chemical changes, chemicals and other pollutants",Marine mammals,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,0.0011894664858235634
Waste Management,Energy,Marine mammals,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,3.242791142061698e-8
Waste Management,Energy,Marine mammals,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.0338260587925175e-5
Waste Management,Physical change,Marine mammals,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.305733327535167e-9
Waste Management,Physical change,Marine mammals,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,4.162775463181641e-7
Waste Management,Biological disturbance,Macrophytes,Biomass,Provisioning,18,8.061454833982063e-7
Waste Management,Biological disturbance,Macrophytes,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,8.03943674352426e-8
Waste Management,"Chemical changes, chemicals and other pollutants",Macrophytes,Biomass,Provisioning,18,7.446608330772766e-5
Waste Management,"Chemical changes, chemicals and other pollutants",Macrophytes,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,7.426269558279788e-6
